itemID	Tongan Word	Dictionary Page	Number of Letters	Number of Phonemes	Number of Moras	Part of Speech	Meaning in English
3047	tokelau	157	7	7	4	adjective/noun	north
3048	tokelau-hahake	157	13	13	7	adjective/noun	north-east
3049	tokelau-hihifo	157	13	13	7	adjective/noun	north-west
3050	toketu	157	6	6	3	verb	to walk with a limp
3051	toki	157	4	4	2	adverb	just, just now (no sooner), recently; then, after that (no sooner); later on, afterwards, finally, or at last; or not until, not unless
3052	tō ki lalo	157	8	9	5	verb	to fall down to a lower position
3053	tō ki tu'a	157	8	9	5	verb	to fall out (from inside a building or a car); (of a football, etc.) to go out of bounds; to be excessive (fanatical)
3054	toko	157	4	4	2	quantifier	word used before numerals when persons or living animals are referred to
3055	tokolahi	157	8	8	4	noun	population, number (of persons, etc.); crowd; majority
3056	tokomohū	157	8	9	5	noun/verb	(to have) hiccups
3057	tokonaki	157	8	8	4	noun	food (uncooked) laid up in store or taken as provisions
3058	Tokonaki	157	8	8	4	noun	Saturday
3059	tokoni	157	6	6	3	verb	to help, assist, give a hand; to contribute; to give an exhortation, a talk of a moral or religious nature
3060	tokoni'i	157	8	8	4	verb	to help, assist, support
3061	tokosi'i	157	8	8	4	adjective/verb	few (persons or animals); having only a few persons living or taking part in it (a house, village, voyage, etc.)
3062	toko taha	158	8	8	4	noun	one (person)
3063	tokoto	158	6	6	3	verb	to lie (down) of persons and animals, and also of things which normally stand up
3064	tokotoko	158	8	8	4	noun	walking-stick
3065	tokotokoto	158	10	10	5	verb	to be lying down
3066	tokotu'u	158	8	8	4	noun	fence post or stake; stud (of the wall of a house)
3067	toko ua	158	6	6	4	quantifier	two (of persons or living animals)
3068	tokoua	158	6	6	4	noun	brother or sister (without regard to sex or age on either side)
3069	tokua	158	5	5	3	expression	they say, it is said, so they say, reputedly, it seems
3070	tola	158	4	4	2	noun	dollar
3071	toli	158	4	4	2	verb	to pick or pluck or break off (fruit, flowers, leaves); to chip, chisel, break off a piece; to till the soil round the hole in which a yam is planted; (of the sea) to eat away, encroach on, the land
3072	tōlili	158	6	7	4	verb	to fly into a rage, to have a tantrum
3073	tolo	158	4	4	2	verb	to throw, to throw something at; to jettison, throw overboard
3074	toloa	158	5	5	3	noun	drawer; chest of drawers
3075	toloaki	158	7	7	4	verb	to have chicks (of hen and duck)
3076	toloi	158	5	5	3	verb	to put off, postpone, defer, or adjourn; to lengthen out, draw out, extend
3077	tolonga	158	7	6	3	verb	to last, endure, remain in god condition, be permanent; (of persons) to be well-preserved, to remain young-looking in spite of increasing age
3078	tolongi	158	7	6	3	verb	to throw something at
3079	toloto	158	6	6	3	verb	(of fish) to be entrapped (in a fish-fence, or a net); (of persons) to be surrounded or beset (by difficulties, etc.)
3080	tolotolo	158	8	8	4	verb	to creep slowly or little by little
3081	tolounua	158	8	8	5	verb	to have a splinter in
3082	tolu	158	4	4	2	numeral	three (3)
3083	tolungakau	158	10	9	5	numeral	three score or sixty (60), coconuts or yams
3084	tolungeau	158	9	8	5	numeral	three hundred (300); three hundred pairs; three hundred score
3085	tolungofulu	158	11	10	5	numeral	thirty (30)
3086	tō maka	158	6	7	4	verb	to lay a foundation-stone, or to have a foundation-stone laying ceremony
3087	tome'e	158	6	6	3	verb	to be jubilant, to dance or jump about for joy
3088	tomo	158	4	4	2	verb	to project; to be longer or taller or bigger than others
3089	tō-mo-hopo	158	8	9	5	verb	to bob (or jog, or jerk, or bump, etc.) up and down
3090	tōmui	158	5	6	4	verb	to be or happen late, or too late, or later, late
3091	tomu'a	158	6	6	3	adverb	first, for the first time, beforehand, before something (or someone) else
3092	tōmu'a	158	6	7	4	verb	to be or happen first (before something else) or early or earlier than
3093	toni	158	4	4	2	noun	ton
3094	tōnoa	158	5	6	4	verb	to be, or be said or done without reason or result, or in vain or unrequited
3095	tonu	158	4	4	2	verb	to be exact, correct, right, as it ought to be, or exactly suited to the occasion
3096	tonuhia	158	7	7	4	verb	to be innocent, not guilty
3097	tōnunga	158	7	7	4	adjective/verb	faithful, conscientious
3098	Tonga	158	5	4	2	noun	Tonga
3099	tonga	158	5	4	2	adjective/noun	south
3100	tonga-hahake	158	11	10	5	adjective/noun	south-east
3101	tonga-hihifo	159	11	10	5	adjective/noun	south-west
3102	Tongatapu	159	9	8	4	noun	the largest island of Tonga
3103	tongi or tongitongi	159	5	4	2	verb	to engrave or carve, or to cut notches, groves or serrations or scallops in (wood or cloth, etc.)
3104	tongiaki	159	8	7	4	noun	canoe with a large outrigger
3105	tongo	159	5	4	2	noun	mangrove
3106	tōpai	159	5	6	4	noun	dumpling, doughboy
3107	topono	159	6	6	3	verb	to feel satisfied or contented
3108	topu	159	4	4	2	noun	tub
3109	topuva'e	159	8	8	4	noun	footprint; hoof; shoe
3110	tōseni	159	6	7	4	noun	dozen
3111	tosi	159	4	4	2	verb	to peck or nibble
3112	tositosi'i	159	10	10	5	verb	to peck or nibble at again and again
3113	tosi'i	159	6	6	3	noun	to peck or nibble at
3114	tōtakutaku	159	10	11	6	verb	(of the wind) to blow in gusts; (of the day) to be gusty
3115	tō tau	159	5	6	4	verb	to fall in battle, to die fighting
3116	tō-ta'u	159	6	7	4	noun	yam planting
3117	toti	159	4	4	2	verb	to dot
3118	toto	159	4	4	2	noun	blood
3119	totoe	159	5	5	3	noun	things or pieces or scraps left over
3120	tōtōfā	159	6	9	6	verb	to lie buried (of a king or queen)
3121	totofi	159	6	6	3	verb	to cut roughly or forcibly
3122	totoho	159	6	6	3	verb	to drag hard or roughly; to drag badly (in singing, speaking, working, etc.)
3123	totoka	159	6	6	3	adjective/verb	to be in settled condition; (of jelly, etc.) to be set, congealed; (of the sea) calm, still, or almost still; (of persons) slow, calm, unhurried, not hasty, slow to anger
3124	totolo	159	6	6	3	verb	to creep or crawl on all fours; to grovel or crawl to a person; to go or come stealthily, or in such a way as to escape notice; (of plants) to creep, trail, or climb; to spread or extend gradually
3125	totonu	159	6	6	3	adjective/verb	straight; right, correct, befitting, proper, normal, rightful, as it ought to be
3126	totongi	159	7	6	3	verb	to pay or pay for (money, goods, workmen, debt, etc.)
3127	totongi-huhu'i	159	13	12	6	verb	to pay compensation for
3128	totongi-malu'i	159	13	12	6	verb	to pay a deposit on; or to bail out (a prisoner)
3129	totongi-mamafa	159	13	12	6	adjective/verb	high-priced, expensive
3130	totongi-ma'ama'a	159	15	14	7	adjective/verb	low-priced, cheap
3131	totongi-'osi	159	11	10	5	verb	to pay or pay for in full
3132	totosi	159	6	6	3	verb	to nibble, nibble at, take very small bites (of)
3133	totototo	159	8	8	4	adjective/verb	blood-coloured, ruddy, red; (of the eyes) bloodshot
3134	toto-vai	159	7	7	4	noun	anaemia, thinness of blood
3135	toto'e	159	6	6	3	verb	to mumble in a moaning kind of way
3136	tou	159	3	3	2	noun	dough or uncooked pastry
3137	toulalanga	159	10	9	5	verb	to work for one another in turns in weaving
3138	toume	159	5	5	3	noun	coconut spathe (often used for kindling fires)
3139	toumohomoho	160	11	11	6	noun	leaves which have been used for covering food in a native oven
3140	toumoloto	160	9	9	5	verb	to be at half-mast
3141	toumu'a	160	7	7	4	noun	front or nearer side of a plantation; frontage (of one’s property), strip of ground between the front fence (or edge) and the public road
3142	toungāue	160	8	8	6	verb	(of a number of people) to work for one another in turns all working for one of the group one day, for another on another day, and so on
3143	tousi	160	5	5	3	noun	toast
3144	toutai	160	6	6	4	verb	to fish, to go fishing
3145	toutama	160	7	7	4	noun	woman suckling a child
3146	toutu'u	160	7	7	4	noun	plantation divided into strips (one for each person)
3147	tou'a	160	5	5	3	noun	persons whose duty it is to prepare kava for drinking
3148	tou'anga	160	8	7	4	noun	achievement, feat, exploit (esp. in war or sports)
3149	tou'one	160	7	7	4	adjective/verb	sandy (of soil)
3150	to'a	160	4	4	2	noun	courage, daring; courageous person, hero, strong fighter, or big strong man of whom others are afraid
3151	tō'anga	160	7	7	4	noun	place or cause of falling
3152	tō'anga la'ā	160	11	12	7	noun	place where the sun sets
3153	to'e	160	4	4	2	verb	to groan, moan
3154	to'i	160	4	4	2	noun	sap, rust or verdigris
3155	to'o	160	4	4	2	verb	to take hold of; to pick up; to take, take away; to open (door, window, box, letter, etc.)
3156	to'ofua	160	7	7	4	adverb	in a complete state, whole
3157	to'ohema	160	8	8	4	adjective/noun	left (side)
3158	tō'ohi	160	6	7	4	adjective/verb	habitually slow in one’s movements
3159	tō'onga	160	7	7	4	noun	custom, habit, conduct, behaviour; character, characteristic; rite, practice, ceremony
3160	to'ongata'a	160	11	10	5	adjective/verb	difficult to take hold of
3161	to'ongofua	160	10	9	5	adjective/verb	easy to take hold of, etc
3162	to'oto'o	160	8	8	4	verb	to carry, take with one; to pick up
3163	to'oto'onga	160	11	10	5	noun	internal organs (of the body, or of a fowl or fisher pig, etc.), the edible parts or giblets
3164	to'u	160	4	4	2	noun	harvest-time, time or season of tuber digging (except yams) or of fruit bearing and picking, or the crop or harvest itself
3165	to'u fefine	160	10	10	5	noun	generation of women, women of about the same age
3166	to'ukupu	160	8	8	4	noun	regal for hand or arm
3167	to'ukupu kelekele	160	16	16	8	noun	regal for foot or leg
3168	to'u me'a	160	8	8	4	noun	generation (of human beings), persons of about the same age
3169	to'u tangata	160	11	10	5	noun	generation (of human beings, or of men as distinguished from women), persons of about the same age
3170	to'u tupu	160	8	8	4	noun	rising generation, young people growing up at the same time, youth
3171	tū	160	2	3	2	verb	to shake, to shake out or off
3172	tuai	161	4	4	3	adjective/verb	to be slow, or late; to be slow in coming or happening or being done, to take a long time; (of a clock) to be slow
3173	tuaine	161	6	6	4	noun	twine, string
3174	tua'ā	161	5	6	4	noun	space or place outside the fence or boundary
3175	tue	161	3	3	2	interjection	expressing great joy or exultation
3176	tuē	161	3	4	3	verb	to shout out 'tue’
3177	tuēnoa	161	6	7	5	verb	to be destitute, friendless, desolate
3178	tufa	161	4	4	2	verb	to share out, divide out, allot; to deal (cards)
3179	tufaki	161	6	6	3	verb	to distribute
3180	tufi	161	4	4	2	verb	to pick up (scraps, a number of small things, etc.)
3181	tufunga	161	7	6	3	noun	carpenter, builder, skilled workman, artisan, craftsman
3182	tufunga'i	161	9	8	4	verb	to build, make, construct or repair as a skilled workman does
3183	tuhu	161	4	4	2	noun	finger, forefinger, index finger
3184	tūhulu	161	6	7	4	verb	to give light, or to illuminate, by means of a torch
3185	tuhu'i	161	6	6	3	verb	to point to, point at, or point out
3186	tui	161	3	3	2	verb	to put on, to wear
3187	tuifio	161	6	6	4	verb	to blend, intermingle, intermix
3188	tuinga	161	6	5	3	noun	necklace or string of beads, flowers, etc.
3189	tuitui	161	6	6	4	noun	candle-nut
3190	tui'i	161	5	5	3	verb	to stab, pierce, or gore
3191	tui'inima	161	9	9	5	noun	elbow
3192	tui'iva'e	161	9	9	5	noun	knee
3193	tuke	161	4	4	2	noun	knuckles, or fist
3194	tuki	161	4	4	2	verb	to rap, tap, knock (on a door); to hit or strike with something hard, to pound, grind, ram, or hammer; to punch, thump, strike with the fist; to stamp (letters) with a postmark
3195	tūkia	161	5	6	4	verb	to trip, stumble
3196	tukifa'o	161	8	8	4	verb	to nail, to fasten with nails
3197	tukituki	161	8	8	4	verb	to knock several times or with several raps (at the door); to nail, to fasten with nails; to massage by gentle thumping
3198	tuku	161	4	4	2	verb	to place, put, put down, or leave; to lower, let down, or turn down; to stop, leave off, discontinue; to put aside, put away; to leave, vacate, abandon, forsake or neglect; to let go, release; to permit, allow; to leave out, omit; to leave to someone, entrust
3199	tukuaki'i	161	9	9	5	verb	to blame
3200	tukufakaholo	161	12	12	6	adjective/verb	handed down from generation to generation, or from predecessor to successor, hereditary
3201	tukufolau	161	9	9	5	verb	to leave or depart by ship
3202	tukuhau	161	7	7	4	noun	tax, poll-tax; levy, fee, or subscription (to a club or a paper, etc.)
3203	tukuhāusia	161	10	11	7	verb	to be absolutely stranded and penniless, to be left destitute and friendless
3204	tūkuingata	161	10	10	6	adverb	zealously, to the best of one’s ability
3205	tuku kehe	162	8	8	4	verb	to put aside, set aside or apart, apart from
3206	tuku kolōlia	162	11	12	7	verb	to give the glory, or ascribe the praise or the honor
3207	tukulolo	162	8	8	4	verb	(of war) to come to an end, to cease; (of one side) to surrender; (of both sides) to declare an armistice
3208	tukuloto'i or tukulotoa	162	10	10	5	verb	to harbour or cherish in the mind; or to keep to oneself (not telling it to anyone else)
3209	tukumisi	162	8	8	4	adjective/verb	light grey
3210	tūkunga	162	7	7	4	noun	what is steered for
3211	tukupā	162	6	7	4	verb	to pledge allegiance, to take an oath of loyalty
3212	tukupau	162	7	7	4	verb	to decide definitely or with finality
3213	tukutāupe	162	9	10	6	verb	to hang on to by one’s hands or arms
3214	tuku'anga	162	9	8	4	noun	position or place or receptacle where things are put or kept
3215	tula	162	4	4	2	adjective/verb	bald
3216	tule	162	4	4	2	adjective/verb	) to be drowsy, to nod with drowsiness; or to be 'off colour’, not in very good health
3217	tulemohe	162	8	8	4	verb	to nod (with drowsiness) and go to sleep, to doze
3218	tuli	162	4	4	2	adjective/verb	deaf
3219	tuliki	162	6	6	3	noun	corner; angle
3220	tulimui	162	7	7	4	verb	to pursue, chase after
3221	tulou	162	5	5	3	interjection	'excuse me’ (when about to pass in front of another person)
3222	tulutā	162	6	7	4	noun	drop (of a liquid)
3223	tuma	162	4	4	2	adjective/verb	(of a boat) slow
3224	tumu	162	4	4	2	verb	to be puzzled, mystified, or astonished (because unable to understand or explain)
3225	tumutumu	162	8	8	4	noun	summit, peak, highest point
3226	tumu'aki	162	8	8	4	noun	summit, highest point; centre; crown of head
3227	tunu	162	4	4	2	verb	to cook over an open fire, to roast, grill, or toast
3228	tunga	162	5	4	2	noun	knot (in a piece of timber)
3229	tunga'inima	162	11	10	5	noun	wrist-protuberance, or wrist bone
3230	tunga'iva'e	162	11	10	5	noun	ankle-protuberance, or ankle bone
3231	tungotunga	162	10	8	4	adjective/verb	(of wood) knotty
3232	tuofefine	162	9	9	5	noun	male’s sister or female first cousin
3233	tuonga'ane	162	10	9	5	noun	female’s brother or male first cousin
3234	tupenu	162	6	6	3	noun	cloth, sheet (for a bed); often refers to cloth wrap worn around the waist
3235	tupe'i	162	6	6	3	verb	to shake, shake out, or shake off, hard or forcefully
3236	tupu	162	4	4	2	verb	to grow up, spring up, or come into existence, originate; to grow, increase in size; (of cake, rice, etc.) to rise or swell; to bring in a profit
3237	tupulaki	162	8	8	4	verb	to increase, to become greater and greater in number, size, extent, or degree
3238	tupulekina	162	10	10	5	verb	to keep on increasing, to increase continually
3239	tupunga	162	7	6	3	noun	origin, source, or cause
3240	tuputāmaki	163	10	11	6	verb	to be angry
3241	tuputupu'a	163	10	10	5	adjective/verb	endless, everlasting, enduring for ever
3242	tupu'a	163	6	6	3	adjective/verb	ancient, belonging to ancient times, venerable, historic
3243	tupu'anga	163	9	8	4	noun	place where, or reason why, something grows or originates; source, origin; progenitor, ancestor, forefather
3244	Tūsite	163	6	7	4	noun	Tuesday
3245	tute	163	4	4	2	verb	to pay duty, to pay duty on, or (of goods) to have duty paid on, or be dutiable
3246	tutu	163	4	4	2	noun	inner bark of the paper, mulberry after the outer layer has been removed
3247	tutua	163	5	5	3	noun	log on which tutu is beaten in making tapa cloth
3248	tutue	163	5	5	3	adjective/verb	thin (in body), emaciated
3249	tutuki	163	6	6	3	verb	to knock or nail hard, roughly or without care
3250	tutuku	163	6	6	3	verb	to disperse (at the end of a meeting, etc.), to leave
3251	tutulu	163	6	6	3	verb	to leak or be leaky (of a roof or anything above one)
3252	tutu'u	163	6	6	3	noun	cutting through, etc.; chisel
3253	tuu'i	163	5	5	3	verb	to shake; 'shake it up!’
3254	tu'a	163	4	4	2	adjective	common, not of chiefly rank
3255	tu'aliku	163	8	8	4	noun	land adjoining the cliff-bound coast (like) of an island
3256	tu'a nima	163	8	8	4	noun	back of the hand
3257	tu'aniu	163	7	7	4	noun	mid-rib of coconut leaflet
3258	tu'a-pala	163	8	8	4	adjective/verb	having a sore on the back
3259	tu'apiko	163	8	8	4	adjective/verb	having a crooked back, hunchbacked
3260	Tu'apulelulu	163	12	12	6	noun	Thursday
3261	tu'asila	163	8	8	4	noun	postal address; outside of envelope
3262	tu'asina	163	8	8	4	noun	maternal uncle
3263	tu'i	163	4	4	2	noun	king or queen, sovereign
3264	Tu'i Malila	163	10	10	5	noun	the famous tortoise left on Tonga by Captain Cook
3265	Tu'ipelehake	163	12	12	6	noun	chief noble (formerly king) of Pelehake
3266	Tu'i Tapu	163	8	8	4	noun	Pope
3267	Tu'itonga	163	9	8	4	noun	King of Tonga (one of three kingly titles in ancient Tonga)
3268	tu'itu'ia	163	9	9	5	verb	to conceive, become pregnant
3269	tu'o	163	4	4	2	quantifier	time(s), occasion(s)
3270	tu'oni	163	6	6	3	noun	single strand or hair; puff or gust of wind
3271	tu'u	163	4	4	2	verb	to stand, to stand up; to come to a standstill, to stop; to be, to be situated; to be in existence, to have been set up or established; to arise, spring up, come into existence
3272	tu'uaki	163	7	7	4	verb	to hold or carry in the arms while standing or walking; to offer for sale or acceptance
3273	tu'uapō	164	7	8	5	noun	midnight (or thereabouts), middle of the night
3274	tu'ufili	164	8	8	4	verb	to be opposed to
3275	tu'u hake	164	8	8	4	verb	to stand up; to start off
3276	tu'u hifo	164	8	8	4	verb	to stop (of horse, car, person running or walking, etc.)
3277	tu'ui	164	5	5	3	noun	present of food given to bereaved person after the funeral
3278	tu'u kehe	164	8	8	4	verb	to stand apart or on one’s own; to take a different view from others, or to put a different interpretation on something
3279	tu'ukehe'i	164	10	10	5	verb	to interpret (what has been said) in a different way from what was really meant, and to reply accordingly
3280	tu'u-ki-mu'a	164	10	10	5	adjective/verb	prominent, foremost, outstanding, leading, chief
3281	tu'ulāhoko	164	10	11	6	verb	to have all the sails set, to be under full sail
3282	tu'ulaki	164	8	8	4	verb	(of a number of persons) to form up, or stand in proper positions, preparatory to marching or setting out
3283	tū'ulu	164	6	7	4	adverb/verb	(to fall) head first, head downwards; (of a plane) to nose-dive
3284	tū'ulutui	164	9	10	6	verb	to kneel
3285	tu'umālie	164	9	10	6	noun	security, prosperity
3286	tu'umālie'anga	164	14	14	8	noun	place, source or means of safety or prosperity, etc
3287	tu'umaumau	164	10	10	6	adjective/verb	(of words, sentences, etc.) slangy, ungrammatical, broken, slipshod, or not properly pronounced; (of arguments, illustrations, etc.) loose, poor, illogical, or not fitting together properly
3288	tu'u ma'u	164	8	8	4	adjective/adverb	permanent, regular, fixed, unvarying; permanently, regularly, persistently, unswervingly
3289	tu'u-mo-tō	164	8	9	5	verb	to rain off and on
3290	tu'una	164	6	6	3	verb	to be piled up; to be plentiful or numerous, or too plentiful
3291	tu'u noa	164	7	7	4	verb	to stand idly; to ease the bladder
3292	tu'unga	164	7	6	3	noun	stand, pedestal, that on which a thing stands or is placed; notch cut in the trunk of a tree as a toe-hold; ladder; stirrup; pulpit; position, site; standpoint; position, status, rank, or standard; foundation, basis, or reason, ground, justification; circumstance
3293	tu'unga-fasi	164	11	10	5	noun	musical score showing the various parts
3294	tu'unga-fuka	164	11	10	5	noun	flag-staff, flag-pole
3295	tu'ungafulufulua	164	16	15	8	adjective/verb	) mouldy
3296	tu'ungaiku	164	10	9	5	noun	rump, buttocks
3297	tu'unga-lea	164	10	9	5	noun	subject, topic, theme
3298	tu'unga-lō	164	9	9	5	noun	ant-hill
3299	tu'unga-malanga	164	14	12	6	noun	pulpit; subject, topic, of a sermon or public oration
3300	tu'unga-ū	164	8	8	5	noun	the spot where the stick is first inserted, and from which it is worked, when spreading out the hot stones in a native oven
3301	tu'unga'a	165	9	8	4	adverb	suddenly, unexpectedly
3302	tu'upau	165	7	7	4	verb	to be exactly the same
3303	tu'usi	165	6	6	3	verb	to cut down
3304	tu'usike	165	8	8	4	verb	to squat, to sit on the heels
3305	tū'uta	165	6	7	4	verb	to land, to go ashore
3306	tu'utala	165	8	8	4	verb	to stick up its spikes, bristles or hair (refers to animals)
3307	tu'utāmaki	165	10	11	6	noun	adversity, disaster, distress
3308	tu'u tapa	165	8	8	4	verb	to stand on its edge
3309	tu'utolo	165	8	8	4	verb	(of the eyes) to be affected with cataract
3310	tu'u tonu	165	8	8	4	adjective	vertical
3311	tu'utu'u	165	8	8	4	verb	to stand (or be placed or situated) here and there or all over the place; or (of a ghost, etc.) to appear all over the place
3312	tu'utu'uni	165	10	10	5	verb	to lay down rules, to give instructions, directions, or orders; (of a meeting) to decide, resolve, determine, (because such decisions are regarded as rules or instructions)
3313	tu'uvala	165	8	8	4	verb	(of bride and bridegroom) to exchange gifts, or make presentations of clothes, as is the Tongan custom
3314	tu'u'ete	165	8	8	4	verb	to stand on tiptoe
3315	u	165	1	1	1	pronoun	I
3316	uaea	165	4	4	4	noun	wire
3317	uaealesi	165	8	8	6	noun	wireless telegraphy, wireless radio
3318	uaea'i	165	6	6	5	verb	to wire
3319	uafu	165	4	4	3	noun	wharf, pier
3320	uangakau	165	8	7	5	numeral	two score, forty (40), coconuts or yams
3321	uangeau	165	7	6	5	numeral	two hundred (200)
3322	uasikē	165	6	7	5	noun	whisky
3323	uasikote	165	8	8	5	noun	waistcoat, vest
3324	uē	165	2	3	3	interjection	expressing surprise
3325	Uēlesi	165	6	7	5	noun	Wales
3326	Uēsiliana	165	9	10	7	adjective	Wesleyan, Methodist
3327	uēsite	165	6	7	5	adjective/noun	west
3328	uho	166	3	3	2	noun	pith; central thick root (of kava plant); core or core-like center (of pineapples, apples, etc.)
3329	uhouhonga	166	9	8	5	noun	midst (as in their 'midst’)
3330	uhu	166	3	3	2	verb	to go or come early in the morning
3331	uhuuhu	166	6	6	4	verb	to have continuous or intermittent pleuritic pains
3332	ui	166	2	2	2	verb	to call, to call out, or call out to; to call (to a work); to call or name
3333	uiaki	166	5	5	4	verb	to announce by calling out loudly and publicly
3334	uihala'i	166	8	8	5	verb	to call by a wrong name
3335	uike	166	4	4	3	noun	week
3336	uikehe'i	166	8	8	5	verb	to call by a different or wrong name
3337	uike lotu	166	8	8	5	noun	week of prayer between the first and second Sundays in the new year (Meth.)
3338	uipi'i	166	6	6	4	verb	to whip
3339	uitou	166	5	5	4	noun	widow, or widower
3340	uka	166	3	3	2	noun	bowstring
3341	ukamea	166	6	6	4	adjective/noun	iron or steel
3342	uki	166	3	3	2	verb	to procure (workers), to get people to come and work
3343	uku	166	3	3	2	verb	to dive; (of a whale) to sound
3344	ulo	166	3	3	2	verb	to burn, to be alight or catch alight; to give light, to shine, to be luminous (or phosphorescent)
3345	uloa	166	4	4	3	noun	seine (long fishing-net)
3346	ulongata'a	166	10	9	5	adjective/verb	difficult to light properly or to cause to burn with a flame
3347	ulongofua	166	9	8	5	adjective/verb	catching alight or flaring up easily
3348	umiuminoa	166	9	9	6	verb	to mope, to be dejected or spiritless
3349	unuhi	166	5	5	3	verb	to pull out, draw out (a tooth, a sword from its sheath)
3350	unga	166	4	3	2	verb	to take shelter, to conceal oneself, take cover, get behind something for the sake of shelter or concealment; to be sheltered, out of sight, hidden
3351	unga'anga	166	9	7	4	noun	place where one takes cover or shelter, or place of concealment; shelter, refuge, hiding-place
3352	uō	166	2	3	3	verb	(of house, place, people) to be crowded (more or less) and noisy
3353	uofulu	166	6	6	4	numeral	twenty (20)
3354	uoua	166	4	4	4	noun	sinew, tendon, muscle, or ligament
3355	uouangataha	166	11	10	7	verb	to pull together, to work together as one man
3356	uta	166	3	3	2	verb	to carry or convey by boat, vehicle or on horseback
3357	utu	167	3	3	2	verb	to harvest yams, to dig up yams
3358	utu-ta'u	167	7	7	4	adjective	yam-harvesting time
3359	utuutu	167	6	6	4	verb	to glean or pick up yams or pieces of yam left after the crop has been harvested (or yams which have since grown of their own accord from such remnants)
3360	ūū	167	2	4	4	verb	to be well or thoroughly sheltered
3361	u'a	167	3	3	2	noun	neck, or throat
3362	u'u	167	3	3	2	noun	bite
3363	u'uu'u	167	6	6	4	verb	to bite often or continuously
3364	vā	167	2	3	2	verb	(of two or more) to laugh loudly and hilariously
3365	vaeua	167	5	5	4	noun	half
3366	vaeua mālie	167	10	11	8	noun	half (exact)
3367	vaeua-seakale	167	12	12	8	noun	semicircle
3368	vaeua'anga	167	10	9	6	noun	centre, or place where something is divided into two (or the cause of such division)
3369	vaha	167	4	4	2	noun	space between, space apart; space, distance, extended area; at sea; open sea, high seas; strait, channel
3370	vahavaha	167	8	8	4	noun	spaces or distances apart
3371	vaha'a	167	6	6	3	noun	intervening space or time; relationship, mutual feeling or attitude (esp. of a bad kind)
3372	vaha'anota	167	10	10	5	noun	interval (musical) between two notes
3373	vaha'angatae	167	12	11	6	noun	duty, share of work
3374	vaha'ataimi	167	11	11	6	noun	space or interval of time
3375	vahe	167	4	4	2	noun	division, division of country, district, parish, circuit
3376	vahefonua	167	9	9	5	noun	district, shire, province
3377	Vahe Hahake	167	10	10	5	noun	eastern division of Tongatapu
3378	Vahe Hihifo	167	10	10	5	noun	western division of Tongatapu
3379	Vahe Loto	167	8	8	4	noun	central division of Tongatapu
3380	vāhenga	167	7	7	4	noun/verb	(to be) the central performer in a native dance or action song
3381	vahe-pule'anga	167	13	12	6	noun	county, state, or other such political section or division
3382	vahevahe	167	8	8	4	noun	dividing; partition
3383	vai	167	3	3	2	noun	liquid, fresh water; medicine; well, tank, spring, river, or other body of water
3384	vaia	167	4	4	3	noun	to become wet or watery; to be affected or damaged by wetness; to become liquid, to melt or dissolve; (of distant land seen over the sea) to be just visible on the horizon
3385	vai-fā	168	5	6	4	noun	flood (from a river), river in flood
3386	vai-faito'o	168	10	10	6	noun	medicine (liquid)
3387	vai haka	168	7	7	4	noun	water in which any kind of food has been boiled
3388	vaihopa	168	7	7	4	noun	native pudding (or soup) made from hopa (a type of banana)
3389	vaihū	168	5	6	4	noun	stew cooked in taro and banana leaves in a native oven
3390	vaikeli	168	7	7	4	noun	well or underground tank, or water from it
3391	vailesi	168	7	7	4	noun	native pudding (or soup) made from papaya
3392	vaimafana'i	168	11	11	6	verb	to treat with hot water or hot fomentations
3393	vai-māsima	168	9	10	6	noun	Epsom salts, magnesium sulphate
3394	vaima'a	168	7	7	4	verb	to rinse in clear water (what has been washed in soapy water)
3395	vaine	168	5	5	3	noun	passion vine, or passion fruit
3396	Vaiola	168	6	6	4	noun	name of the Government hospital at Nuku'alofa (formerly the name of a life-giving stream in Pulotu )
3397	vaioleti	168	8	8	5	noun	violet (flower)
3398	vaiolini	168	8	8	5	noun	violin, fiddle
3399	vaisiaine	168	9	9	6	noun	native pudding (or soup) made from bananas
3400	vaitafe	168	7	7	4	noun	stream, river
3401	vaitō	168	5	6	4	noun	waterfall
3402	vaitohi	168	7	7	4	noun	ink
3403	vaitupu	168	7	7	4	noun	spring, well, or water from a spring or well
3404	vaivai	168	6	6	4	adjective/verb	weak; to lose, be defeated, or to be subject or in subjection; to be slack, slow; (of tea, etc.) weak; (of cheese etc.) mild; rather thin (of porridge, etc.), inclined to be liquid
3405	vaivaia	168	7	7	5	verb	to feel weak, to be affected or overcome by weakness
3406	vaivai'anga	168	11	10	6	noun	place, spot or respect in which someone or something is weak; weak point, centre or source of weakness
3407	vaka	168	4	4	2	noun	boat, canoe, ship, of any kind; airplane
3408	vaka-fokotu'u	168	12	12	6	noun	dinghy or ferry-boat; shuttle (of a sewing-machine, etc.)
3409	vakai	168	5	5	3	verb	to look at in order to find out something, or to look at and thereby find out or observe something
3410	vakai'i	168	7	7	4	verb	to observe, consider, look at carefully or thoughtfully, look into, examine, inspect, supervise, watch, watch over; or to keep an eye on (suspiciously)
3411	vaka-lā	168	6	7	4	noun	yacht, sailing vessel
3412	vakapuna	168	8	8	4	noun	airship or airplane (of any type)
3413	vaka-siu'a'alo	168	13	13	7	noun	rowing boat (as used in a boat race)
3414	vakauku	168	7	7	4	noun	submarine, (diving-boat)
